,date,DayName,IsWorkDay,Hour,IsWorkHour,Temperature,Humidity,Light,CO2,Occupancy
77,2015-02-04,Wednesday,1,19,0,22.2,27.29,0.0,591.0,0
78,2015-02-04,Wednesday,1,19,0,22.245,27.245,0.0,591.0,0
79,2015-02-04,Wednesday,1,19,0,22.2,27.2,0.0,595.0,0
80,2015-02-04,Wednesday,1,19,0,22.2,27.29,0.0,594.333333333333,0
81,2015-02-04,Wednesday,1,19,0,22.2,27.29,0.0,593.5,0
82,2015-02-04,Wednesday,1,19,0,22.2,27.29,0.0,592.0,0
83,2015-02-04,Wednesday,1,19,0,22.15,27.245,0.0,586.5,0
84,2015-02-04,Wednesday,1,19,0,22.2,27.2,0.0,586.0,0
85,2015-02-04,Wednesday,1,19,0,22.15,27.245,0.0,586.0,0
86,2015-02-04,Wednesday,1,19,0,22.2,27.245,0.0,584.5,0
87,2015-02-04,Wednesday,1,19,0,22.1,27.245,0.0,584.5,0
88,2015-02-04,Wednesday,1,19,0,22.1,27.2,0.0,585.5,0
89,2015-02-04,Wednesday,1,19,0,22.1333333333333,27.2,0.0,584.666666666667,0
90,2015-02-04,Wednesday,1,19,0,22.2,27.2,0.0,577.0,0
91,2015-02-04,Wednesday,1,19,0,22.1,27.2,0.0,580.0,0
92,2015-02-04,Wednesday,1,19,0,22.125,27.2,0.0,582.0,0
93,2015-02-04,Wednesday,1,19,0,22.2,27.2,0.0,580.0,0
94,2015-02-04,Wednesday,1,19,0,22.1,27.15,0.0,578.0,0
95,2015-02-04,Wednesday,1,19,0,22.1,27.2,0.0,576.5,0
96,2015-02-04,Wednesday,1,19,0,22.1,27.2,0.0,580.0,0
97,2015-02-04,Wednesday,1,19,0,22.1,27.2,0.0,572.5,0
98,2015-02-04,Wednesday,1,19,0,22.1,27.2,0.0,567.0,0
99,2015-02-04,Wednesday,1,19,0,22.1,27.2,0.0,568.0,0
100,2015-02-04,Wednesday,1,19,0,22.1,27.2,0.0,574.5,0
101,2015-02-04,Wednesday,1,19,0,22.1,27.2,0.0,564.333333333333,0
102,2015-02-04,Wednesday,1,19,0,22.1,27.2,0.0,563.0,0
103,2015-02-04,Wednesday,1,19,0,22.1,27.15,0.0,564.5,0
104,2015-02-04,Wednesday,1,19,0,22.0666666666667,27.1666666666667,0.0,566.333333333333,0
105,2015-02-04,Wednesday,1,19,0,22.1,27.1,0.0,562.0,0
106,2015-02-04,Wednesday,1,19,0,22.0,27.1,0.0,565.5,0
107,2015-02-04,Wednesday,1,19,0,22.0,27.1,0.0,570.0,0
108,2015-02-04,Wednesday,1,19,0,22.05,27.15,0.0,562.0,0
109,2015-02-04,Wednesday,1,19,0,22.0,27.1,0.0,560.0,0
110,2015-02-04,Wednesday,1,19,0,22.0,27.1,0.0,558.0,0
111,2015-02-04,Wednesday,1,19,0,22.0,27.1,0.0,556.0,0
112,2015-02-04,Wednesday,1,19,0,22.0,27.1,0.0,557.0,0
113,2015-02-04,Wednesday,1,19,0,21.9175,27.1,0.0,556.5,0
114,2015-02-04,Wednesday,1,19,0,21.945,27.1,0.0,557.5,0
115,2015-02-04,Wednesday,1,19,0,21.926666666666698,27.1,0.0,555.0,0
116,2015-02-04,Wednesday,1,19,0,21.89,27.1,0.0,555.0,0
117,2015-02-04,Wednesday,1,19,0,21.89,27.1,0.0,553.0,0
118,2015-02-04,Wednesday,1,19,0,21.89,27.1,0.0,549.5,0
119,2015-02-04,Wednesday,1,19,0,21.89,27.1,0.0,548.5,0
120,2015-02-04,Wednesday,1,19,0,21.89,27.1,0.0,551.5,0
121,2015-02-04,Wednesday,1,19,0,21.89,27.1,0.0,548.5,0
122,2015-02-04,Wednesday,1,19,0,21.89,27.1,0.0,548.0,0
123,2015-02-04,Wednesday,1,19,0,21.89,27.1,0.0,547.5,0
124,2015-02-04,Wednesday,1,19,0,21.89,27.1,0.0,553.0,0
125,2015-02-04,Wednesday,1,19,0,21.84,27.1,0.0,547.5,0
126,2015-02-04,Wednesday,1,19,0,21.856666666666698,27.1,0.0,548.666666666667,0
127,2015-02-04,Wednesday,1,19,0,21.79,27.1,0.0,540.0,0
128,2015-02-04,Wednesday,1,19,0,21.79,27.1,0.0,538.0,0
129,2015-02-04,Wednesday,1,19,0,21.79,27.1,0.0,542.0,0
130,2015-02-04,Wednesday,1,20,0,21.79,27.1,0.0,542.0,0
131,2015-02-04,Wednesday,1,20,0,21.79,27.1,0.0,538.0,0
132,2015-02-04,Wednesday,1,20,0,21.79,27.1,0.0,537.666666666667,0
133,2015-02-04,Wednesday,1,20,0,21.79,27.1,0.0,537.5,0
134,2015-02-04,Wednesday,1,20,0,21.79,27.1,0.0,536.0,0
135,2015-02-04,Wednesday,1,20,0,21.745,27.1,0.0,534.5,0
136,2015-02-04,Wednesday,1,20,0,21.7,27.1,0.0,532.5,0
137,2015-02-04,Wednesday,1,20,0,21.76,27.1,0.0,530.0,0
138,2015-02-04,Wednesday,1,20,0,21.745,27.05,0.0,529.5,0
139,2015-02-04,Wednesday,1,20,0,21.79,27.05,0.0,531.0,0
140,2015-02-04,Wednesday,1,20,0,21.73,27.0,0.0,533.333333333333,0
141,2015-02-04,Wednesday,1,20,0,21.745,27.0,0.0,531.0,0
142,2015-02-04,Wednesday,1,20,0,21.745,27.0,0.0,529.0,0
143,2015-02-04,Wednesday,1,20,0,21.745,27.0,0.0,528.5,0
144,2015-02-04,Wednesday,1,20,0,21.7,27.0,0.0,525.0,0
145,2015-02-04,Wednesday,1,20,0,21.7,27.0,0.0,528.5,0
146,2015-02-04,Wednesday,1,20,0,21.7,27.0,0.0,530.5,0
147,2015-02-04,Wednesday,1,20,0,21.7,26.89,0.0,528.0,0
148,2015-02-04,Wednesday,1,20,0,21.7,26.89,0.0,526.0,0
149,2015-02-04,Wednesday,1,20,0,21.7,26.89,0.0,530.0,0
150,2015-02-04,Wednesday,1,20,0,21.7,26.89,0.0,533.333333333333,0
151,2015-02-04,Wednesday,1,20,0,21.7,26.89,0.0,529.0,0
152,2015-02-04,Wednesday,1,20,0,21.7,26.89,0.0,528.0,0
153,2015-02-04,Wednesday,1,20,0,21.7,26.89,0.0,526.0,0
154,2015-02-04,Wednesday,1,20,0,21.7,26.89,0.0,526.0,0
155,2015-02-04,Wednesday,1,20,0,21.7,26.79,0.0,521.0,0
156,2015-02-04,Wednesday,1,20,0,21.7,26.79,0.0,518.0,0
157,2015-02-04,Wednesday,1,20,0,21.7,26.79,0.0,515.5,0
158,2015-02-04,Wednesday,1,20,0,21.7,26.79,0.0,520.0,0
159,2015-02-04,Wednesday,1,20,0,21.7,26.7675,0.0,523.5,0
160,2015-02-04,Wednesday,1,20,0,21.7,26.79,0.0,525.5,0
161,2015-02-04,Wednesday,1,20,0,21.7,26.79,0.0,525.5,0
162,2015-02-04,Wednesday,1,20,0,21.7,26.79,0.0,514.0,0
163,2015-02-04,Wednesday,1,20,0,21.7,26.7,0.0,518.0,0
164,2015-02-04,Wednesday,1,20,0,21.7,26.7,0.0,518.0,0
165,2015-02-04,Wednesday,1,20,0,21.7,26.7,0.0,520.0,0
166,2015-02-04,Wednesday,1,20,0,21.6,26.7,0.0,521.0,0
167,2015-02-04,Wednesday,1,20,0,21.6,26.6,0.0,518.0,0
168,2015-02-04,Wednesday,1,20,0,21.6,26.65,0.0,517.0,0
169,2015-02-04,Wednesday,1,20,0,21.6,26.6,0.0,511.5,0
170,2015-02-04,Wednesday,1,20,0,21.65,26.65,0.0,514.0,0
171,2015-02-04,Wednesday,1,20,0,21.6,26.55,0.0,515.5,0
172,2015-02-04,Wednesday,1,20,0,21.6,26.5,0.0,517.0,0
173,2015-02-04,Wednesday,1,20,0,21.6,26.5,0.0,515.0,0
174,2015-02-04,Wednesday,1,20,0,21.6,26.5,0.0,512.0,0
175,2015-02-04,Wednesday,1,20,0,21.6,26.5,0.0,515.0,0
176,2015-02-04,Wednesday,1,20,0,21.65,26.55,0.0,511.0,0
177,2015-02-04,Wednesday,1,20,0,21.6,26.5,0.0,514.0,0
178,2015-02-04,Wednesday,1,20,0,21.6,26.445,0.0,508.0,0
179,2015-02-04,Wednesday,1,20,0,21.6,26.4725,0.0,509.75,0
180,2015-02-04,Wednesday,1,20,0,21.6,26.445,0.0,508.75,0
181,2015-02-04,Wednesday,1,20,0,21.6,26.445,0.0,508.5,0
182,2015-02-04,Wednesday,1,20,0,21.6,26.39,0.0,507.0,0
183,2015-02-04,Wednesday,1,20,0,21.6,26.39,0.0,507.0,0
184,2015-02-04,Wednesday,1,20,0,21.6,26.39,0.0,503.5,0
185,2015-02-04,Wednesday,1,20,0,21.6,26.39,0.0,504.0,0
186,2015-02-04,Wednesday,1,20,0,21.6,26.39,0.0,504.0,0
187,2015-02-04,Wednesday,1,20,0,21.575,26.315,0.0,500.5,0
188,2015-02-04,Wednesday,1,20,0,21.6,26.29,0.0,500.0,0
189,2015-02-04,Wednesday,1,21,0,21.6,26.29,0.0,503.5,0
190,2015-02-04,Wednesday,1,21,0,21.55,26.245,0.0,503.0,0
191,2015-02-04,Wednesday,1,21,0,21.55,26.245,0.0,502.5,0
192,2015-02-04,Wednesday,1,21,0,21.5,26.2,0.0,502.0,0
193,2015-02-04,Wednesday,1,21,0,21.5666666666667,26.2,0.0,502.0,0
194,2015-02-04,Wednesday,1,21,0,21.5,26.2,0.0,502.5,0
195,2015-02-04,Wednesday,1,21,0,21.5,26.2,0.0,497.0,0
196,2015-02-04,Wednesday,1,21,0,21.5,26.15,0.0,501.5,0
197,2015-02-04,Wednesday,1,21,0,21.5,26.15,0.0,504.0,0
198,2015-02-04,Wednesday,1,21,0,21.5,26.1,0.0,501.0,0
199,2015-02-04,Wednesday,1,21,0,21.5,26.1,0.0,493.75,0
200,2015-02-04,Wednesday,1,21,0,21.5,26.1,0.0,500.0,0
201,2015-02-04,Wednesday,1,21,0,21.5,26.1,0.0,504.5,0
202,2015-02-04,Wednesday,1,21,0,21.5,26.05,0.0,504.0,0
203,2015-02-04,Wednesday,1,21,0,21.5,26.1,0.0,501.0,0
204,2015-02-04,Wednesday,1,21,0,21.5,26.0,0.0,499.0,0
205,2015-02-04,Wednesday,1,21,0,21.5,26.0,0.0,502.0,0
206,2015-02-04,Wednesday,1,21,0,21.5,26.0,0.0,503.5,0
207,2015-02-04,Wednesday,1,21,0,21.5,26.0,0.0,500.666666666667,0
208,2015-02-04,Wednesday,1,21,0,21.5,26.0,0.0,493.0,0
209,2015-02-04,Wednesday,1,21,0,21.5,26.0,0.0,492.5,0
210,2015-02-04,Wednesday,1,21,0,21.5,26.0,0.0,493.0,0
211,2015-02-04,Wednesday,1,21,0,21.5,25.89,0.0,495.5,0
212,2015-02-04,Wednesday,1,21,0,21.5,26.0,0.0,492.666666666667,0
213,2015-02-04,Wednesday,1,21,0,21.5,26.0,0.0,490.0,0
214,2015-02-04,Wednesday,1,21,0,21.5,25.926666666666698,0.0,493.0,0
215,2015-02-04,Wednesday,1,21,0,21.5,25.89,0.0,494.666666666667,0
216,2015-02-04,Wednesday,1,21,0,21.5,25.89,0.0,496.0,0
217,2015-02-04,Wednesday,1,21,0,21.5,25.89,0.0,491.0,0
218,2015-02-04,Wednesday,1,21,0,21.5,25.84,0.0,490.5,0
219,2015-02-04,Wednesday,1,21,0,21.5,25.84,0.0,490.0,0
220,2015-02-04,Wednesday,1,21,0,21.5,25.89,0.0,491.0,0
221,2015-02-04,Wednesday,1,21,0,21.5,25.89,0.0,491.666666666667,0
222,2015-02-04,Wednesday,1,21,0,21.5,25.89,0.0,493.5,0
223,2015-02-04,Wednesday,1,21,0,21.4725,25.865,0.0,493.75,0
224,2015-02-04,Wednesday,1,21,0,21.5,25.84,0.0,490.0,0
225,2015-02-04,Wednesday,1,21,0,21.5,25.79,0.0,488.0,0
226,2015-02-04,Wednesday,1,21,0,21.5,25.79,0.0,490.0,0
227,2015-02-04,Wednesday,1,21,0,21.5,25.79,0.0,487.0,0
228,2015-02-04,Wednesday,1,21,0,21.445,25.745,0.0,492.5,0
229,2015-02-04,Wednesday,1,21,0,21.445,25.745,0.0,493.5,0
230,2015-02-04,Wednesday,1,21,0,21.463333333333303,25.76,0.0,493.333333333333,0
231,2015-02-04,Wednesday,1,21,0,21.445,25.745,0.0,488.0,0
232,2015-02-04,Wednesday,1,21,0,21.5,25.79,0.0,487.5,0
233,2015-02-04,Wednesday,1,21,0,21.426666666666698,25.73,0.0,485.333333333333,0
234,2015-02-04,Wednesday,1,21,0,21.39,25.7,0.0,484.0,0
235,2015-02-04,Wednesday,1,21,0,21.39,25.7,0.0,489.0,0
236,2015-02-04,Wednesday,1,21,0,21.445,25.745,0.0,488.0,0
237,2015-02-04,Wednesday,1,21,0,21.5,25.79,0.0,493.0,0
238,2015-02-04,Wednesday,1,21,0,21.39,25.7,0.0,491.0,0
239,2015-02-04,Wednesday,1,21,0,21.445,25.745,0.0,488.0,0
240,2015-02-04,Wednesday,1,21,0,21.445,25.745,0.0,487.25,0
241,2015-02-04,Wednesday,1,21,0,21.39,25.7,0.0,489.0,0
242,2015-02-04,Wednesday,1,21,0,21.5,25.79,0.0,489.0,0
243,2015-02-04,Wednesday,1,21,0,21.39,25.7,0.0,486.0,0
244,2015-02-04,Wednesday,1,21,0,21.426666666666698,25.73,0.0,484.666666666667,0
245,2015-02-04,Wednesday,1,21,0,21.39,25.7,0.0,485.0,0
246,2015-02-04,Wednesday,1,21,0,21.39,25.7,0.0,487.0,0
247,2015-02-04,Wednesday,1,21,0,21.39,25.7,0.0,492.0,0
248,2015-02-04,Wednesday,1,21,0,21.39,25.7,0.0,490.666666666667,0
249,2015-02-04,Wednesday,1,22,0,21.39,25.7,0.0,488.0,0
250,2015-02-04,Wednesday,1,22,0,21.39,25.7,0.0,485.5,0
251,2015-02-04,Wednesday,1,22,0,21.39,25.7,0.0,486.0,0
252,2015-02-04,Wednesday,1,22,0,21.39,25.7,0.0,485.5,0
253,2015-02-04,Wednesday,1,22,0,21.39,25.7,0.0,486.0,0
254,2015-02-04,Wednesday,1,22,0,21.39,25.7,0.0,480.0,0
255,2015-02-04,Wednesday,1,22,0,21.39,25.7,0.0,481.0,0
256,2015-02-04,Wednesday,1,22,0,21.39,25.7,0.0,481.666666666667,0
257,2015-02-04,Wednesday,1,22,0,21.39,25.7,0.0,485.5,0
258,2015-02-04,Wednesday,1,22,0,21.39,25.7,0.0,485.0,0
259,2015-02-04,Wednesday,1,22,0,21.39,25.7,0.0,473.0,0
260,2015-02-04,Wednesday,1,22,0,21.39,25.7,0.0,475.0,0
261,2015-02-04,Wednesday,1,22,0,21.39,25.7,0.0,486.0,0
262,2015-02-04,Wednesday,1,22,0,21.39,25.7,0.0,481.5,0
263,2015-02-04,Wednesday,1,22,0,21.39,25.7,0.0,483.0,0
264,2015-02-04,Wednesday,1,22,0,21.39,25.7,0.0,479.0,0
265,2015-02-04,Wednesday,1,22,0,21.39,25.7,0.0,479.0,0
266,2015-02-04,Wednesday,1,22,0,21.39,25.7,0.0,479.0,0
267,2015-02-04,Wednesday,1,22,0,21.34,25.7,0.0,479.0,0
268,2015-02-04,Wednesday,1,22,0,21.39,25.7,0.0,479.0,0
269,2015-02-04,Wednesday,1,22,0,21.39,25.7,0.0,477.0,0
270,2015-02-04,Wednesday,1,22,0,21.39,25.7,0.0,477.5,0
271,2015-02-04,Wednesday,1,22,0,21.29,25.7,0.0,477.5,0
272,2015-02-04,Wednesday,1,22,0,21.34,25.7,0.0,480.0,0
273,2015-02-04,Wednesday,1,22,0,21.29,25.7,0.0,480.0,0
274,2015-02-04,Wednesday,1,22,0,21.34,25.7,0.0,482.0,0
275,2015-02-04,Wednesday,1,22,0,21.323333333333302,25.7,0.0,480.333333333333,0
276,2015-02-04,Wednesday,1,22,0,21.34,25.7,0.0,477.5,0
277,2015-02-04,Wednesday,1,22,0,21.29,25.7,0.0,476.0,0
278,2015-02-04,Wednesday,1,22,0,21.39,25.7,0.0,479.0,0
279,2015-02-04,Wednesday,1,22,0,21.39,25.7,0.0,471.0,0
280,2015-02-04,Wednesday,1,22,0,21.29,25.7,0.0,474.0,0
281,2015-02-04,Wednesday,1,22,0,21.29,25.7,0.0,477.5,0
282,2015-02-04,Wednesday,1,22,0,21.34,25.7,0.0,476.0,0
283,2015-02-04,Wednesday,1,22,0,21.29,25.7,0.0,474.25,0
284,2015-02-04,Wednesday,1,22,0,21.39,25.7,0.0,475.0,0
285,2015-02-04,Wednesday,1,22,0,21.29,25.7,0.0,476.5,0
286,2015-02-04,Wednesday,1,22,0,21.34,25.7,0.0,474.5,0
287,2015-02-04,Wednesday,1,22,0,21.29,25.7,0.0,478.0,0
288,2015-02-04,Wednesday,1,22,0,21.29,25.7,0.0,475.333333333333,0
289,2015-02-04,Wednesday,1,22,0,21.29,25.7,0.0,477.0,0
290,2015-02-04,Wednesday,1,22,0,21.29,25.7,0.0,475.5,0
291,2015-02-04,Wednesday,1,22,0,21.29,25.7,0.0,477.5,0
292,2015-02-04,Wednesday,1,22,0,21.29,25.7,0.0,477.5,0
293,2015-02-04,Wednesday,1,22,0,21.29,25.7,0.0,478.0,0
294,2015-02-04,Wednesday,1,22,0,21.29,25.7,0.0,473.5,0
295,2015-02-04,Wednesday,1,22,0,21.29,25.7,0.0,472.5,0
296,2015-02-04,Wednesday,1,22,0,21.29,25.7,0.0,472.0,0
297,2015-02-04,Wednesday,1,22,0,21.29,25.7,0.0,469.5,0
298,2015-02-04,Wednesday,1,22,0,21.29,25.7,0.0,466.666666666667,0
299,2015-02-04,Wednesday,1,22,0,21.29,25.7,0.0,467.0,0
300,2015-02-04,Wednesday,1,22,0,21.29,25.7,0.0,469.5,0
301,2015-02-04,Wednesday,1,22,0,21.2,25.6,0.0,469.0,0
302,2015-02-04,Wednesday,1,22,0,21.29,25.7,0.0,471.0,0
303,2015-02-04,Wednesday,1,22,0,21.29,25.7,0.0,469.0,0
304,2015-02-04,Wednesday,1,22,0,21.26,25.6666666666667,0.0,467.333333333333,0
305,2015-02-04,Wednesday,1,22,0,21.245,25.65,0.0,471.5,0
306,2015-02-04,Wednesday,1,22,0,21.23,25.6333333333333,0.0,471.666666666667,0
307,2015-02-04,Wednesday,1,22,0,21.29,25.7,0.0,475.0,0
308,2015-02-04,Wednesday,1,22,0,21.2,25.6,0.0,471.0,0
309,2015-02-04,Wednesday,1,22,0,21.2,25.6,0.0,471.0,0
310,2015-02-04,Wednesday,1,23,0,21.245,25.65,0.0,471.0,0
311,2015-02-04,Wednesday,1,23,0,21.245,25.65,0.0,474.5,0
312,2015-02-04,Wednesday,1,23,0,21.2,25.6,0.0,475.5,0
313,2015-02-04,Wednesday,1,23,0,21.2,25.6,0.0,474.0,0
314,2015-02-04,Wednesday,1,23,0,21.2,25.6,0.0,469.0,0
315,2015-02-04,Wednesday,1,23,0,21.2,25.6,0.0,474.0,0
316,2015-02-04,Wednesday,1,23,0,21.2,25.6,0.0,474.0,0
317,2015-02-04,Wednesday,1,23,0,21.2,25.6,0.0,468.5,0
318,2015-02-04,Wednesday,1,23,0,21.2,25.6,0.0,469.5,0
319,2015-02-04,Wednesday,1,23,0,21.2,25.6,0.0,472.5,0
320,2015-02-04,Wednesday,1,23,0,21.2,25.6,0.0,467.5,0
321,2015-02-04,Wednesday,1,23,0,21.2,25.6,0.0,469.0,0
322,2015-02-04,Wednesday,1,23,0,21.2,25.55,0.0,466.5,0
323,2015-02-04,Wednesday,1,23,0,21.2,25.5,0.0,469.5,0
324,2015-02-04,Wednesday,1,23,0,21.2,25.5,0.0,469.0,0
325,2015-02-04,Wednesday,1,23,0,21.2,25.5,0.0,467.0,0
326,2015-02-04,Wednesday,1,23,0,21.2,25.5,0.0,467.333333333333,0
327,2015-02-04,Wednesday,1,23,0,21.2,25.5,0.0,467.0,0
328,2015-02-04,Wednesday,1,23,0,21.2,25.5,0.0,464.5,0
329,2015-02-04,Wednesday,1,23,0,21.2,25.445,0.0,466.0,0
330,2015-02-04,Wednesday,1,23,0,21.2,25.5,0.0,473.0,0
331,2015-02-04,Wednesday,1,23,0,21.2,25.39,0.0,475.0,0
332,2015-02-04,Wednesday,1,23,0,21.2,25.39,0.0,471.0,0
333,2015-02-04,Wednesday,1,23,0,21.2,25.39,0.0,470.0,0
334,2015-02-04,Wednesday,1,23,0,21.2,25.39,0.0,466.25,0
335,2015-02-04,Wednesday,1,23,0,21.2,25.39,0.0,467.0,0
336,2015-02-04,Wednesday,1,23,0,21.2,25.39,0.0,473.0,0
337,2015-02-04,Wednesday,1,23,0,21.2,25.39,0.0,468.0,0
338,2015-02-04,Wednesday,1,23,0,21.2,25.39,0.0,463.0,0
339,2015-02-04,Wednesday,1,23,0,21.2,25.39,0.0,466.0,0
340,2015-02-04,Wednesday,1,23,0,21.2,25.39,0.0,467.0,0
341,2015-02-04,Wednesday,1,23,0,21.2,25.29,0.0,468.0,0
342,2015-02-04,Wednesday,1,23,0,21.2,25.39,0.0,468.0,0
343,2015-02-04,Wednesday,1,23,0,21.2,25.29,0.0,468.0,0
344,2015-02-04,Wednesday,1,23,0,21.2,25.34,0.0,465.5,0
345,2015-02-04,Wednesday,1,23,0,21.2,25.39,0.0,464.0,0
346,2015-02-04,Wednesday,1,23,0,21.2,25.34,0.0,464.5,0
347,2015-02-04,Wednesday,1,23,0,21.2,25.29,0.0,465.666666666667,0
348,2015-02-04,Wednesday,1,23,0,21.2,25.365,0.0,465.75,0
349,2015-02-04,Wednesday,1,23,0,21.2,25.39,0.0,464.0,0
350,2015-02-04,Wednesday,1,23,0,21.2,25.39,0.0,467.0,0
