,date,DayName,IsWorkDay,Hour,IsWorkHour,Temperature,Humidity,Light,CO2,HumidityRatio,Occupancy
60,2015-02-02,Monday,1,15,1,23.39,28.323333333333302,1,1086.0,0.005043310383489479,1
61,2015-02-02,Monday,1,15,1,23.373333333333303,28.445,1,1092.5,0.00506001703431877,1
62,2015-02-02,Monday,1,15,1,23.39,28.5,1,1103.75,0.005075024678928171,1
63,2015-02-02,Monday,1,15,1,23.323333333333302,28.5,1,1104.5,0.0050544759894773,1
64,2015-02-02,Monday,1,15,1,23.365,28.5,1,1103.5,0.00506731029811295,1
65,2015-02-02,Monday,1,15,1,23.29,28.5,1,1112.0,0.00504422920396206,1
66,2015-02-02,Monday,1,15,1,23.306666666666697,28.533333333333303,1,1105.66666666667,0.005055303974300989,1
67,2015-02-02,Monday,1,15,1,23.29,28.7,1,1104.0,0.0050799164023321705,1
68,2015-02-02,Monday,1,15,1,23.29,28.7,1,1117.2,0.0050799164023321705,1
69,2015-02-02,Monday,1,15,1,23.29,28.675,1,1121.25,0.00507545528038826,1
70,2015-02-02,Monday,1,15,1,23.29,28.6166666666667,1,1115.66666666667,0.00506504624269139,1
71,2015-02-02,Monday,1,15,1,23.29,28.66,1,1120.0,0.00507277863768927,1
72,2015-02-02,Monday,1,15,1,23.29,28.55,1,1123.75,0.0050531506227436,1
73,2015-02-02,Monday,1,15,1,23.29,28.6,1,1116.0,0.0050620722953919105,1
74,2015-02-02,Monday,1,15,1,23.272,28.6,1,1126.8,0.00505652695304372,1
75,2015-02-02,Monday,1,15,1,23.2,28.4175,1,1112.75,0.00500201570843155,1
76,2015-02-02,Monday,1,15,1,23.23,28.5,1,1104.5,0.0050258311747689,1
77,2015-02-02,Monday,1,15,1,23.29,28.5,1,1108.0,0.00504422920396206,1
78,2015-02-02,Monday,1,15,1,23.215,28.6333333333333,1,1127.83333333333,0.00504492264821108,1
79,2015-02-02,Monday,1,15,1,23.2,28.6,1,1128.75,0.005034399152374879,1
80,2015-02-02,Monday,1,15,1,23.2,28.65,1,1124.25,0.00504327191257943,1
81,2015-02-02,Monday,1,15,1,23.2,28.62,1,1130.4,0.0050379482263243,1
82,2015-02-02,Monday,1,15,1,23.2,28.7,1,1138.0,0.00505214492389298,1
83,2015-02-02,Monday,1,15,1,23.2,28.7,1,1144.0,0.00505214492389298,1
84,2015-02-02,Monday,1,15,1,23.2,28.718000000000004,1,1140.0,0.0050553392694394,1
85,2015-02-02,Monday,1,15,1,23.2,28.79,1,1139.25,0.00506811697708606,1
86,2015-02-02,Monday,1,15,1,23.2,28.79,1,1167.33333333333,0.00506811697708606,1
87,2015-02-02,Monday,1,15,1,23.14,28.79,1,1159.6,0.00504961840975861,1
88,2015-02-02,Monday,1,15,1,23.15,28.89,1,1157.75,0.00507039060666789,1
89,2015-02-02,Monday,1,15,1,23.15,28.89,1,1159.5,0.00507039060666789,1
90,2015-02-02,Monday,1,15,1,23.18,28.83,1,1156.4,0.00506903438932986,1
91,2015-02-02,Monday,1,15,1,23.1166666666667,28.945,1,1160.0,0.0050698094671644605,1
92,2015-02-02,Monday,1,15,1,23.14,28.956,1,1169.8,0.00507897170322202,1
93,2015-02-02,Monday,1,15,1,23.1,29.0,1,1176.16666666667,0.00507436212642666,1
94,2015-02-02,Monday,1,15,1,23.1,29.075,1,1175.25,0.00508759281801227,1
95,2015-02-02,Monday,1,15,1,23.1,28.918000000000003,1,1166.6,0.00505989720917094,1
96,2015-02-02,Monday,1,15,1,23.1,27.925,1,1140.25,0.0048847835460129,1
97,2015-02-02,Monday,1,15,1,23.06,27.772,1,1089.2,0.00484597890696344,1
98,2015-02-02,Monday,1,15,1,23.02,27.555999999999997,1,1042.6,0.00479628399598345,1
99,2015-02-02,Monday,1,15,1,23.01,27.818833333333302,1,1051.1,0.00483943509812856,1
100,2015-02-02,Monday,1,15,1,23.0,28.0816666666667,1,1059.6,0.004882537915140921,1
101,2015-02-02,Monday,1,16,1,23.0,27.956,1,1064.6,0.0048605176079969895,1
102,2015-02-02,Monday,1,16,1,22.981666666666698,27.908333333333303,1,1061.66666666667,0.00484674149485762,1
103,2015-02-02,Monday,1,16,1,23.0,27.926666666666698,1,1058.33333333333,0.00485537781204804,1
104,2015-02-02,Monday,1,16,1,23.0,28.018,1,1061.6,0.00487138154496758,1
105,2015-02-02,Monday,1,16,1,22.981666666666698,28.0666666666667,1,1070.33333333333,0.0048744541729969105,1
106,2015-02-02,Monday,1,16,1,22.945,28.1,1,1074.0,0.00486938124670424,1
107,2015-02-02,Monday,1,16,1,23.0,28.1,1,1086.25,0.0048857505561061,1
108,2015-02-02,Monday,1,16,1,22.956,28.2,1,1089.6,0.00489012795696835,1
109,2015-02-02,Monday,1,16,1,22.9725,28.1,1,1085.0,0.00487755984259212,1
110,2015-02-02,Monday,1,16,1,22.945,28.1333333333333,1,1085.0,0.0048752027736280795,1
111,2015-02-02,Monday,1,16,1,23.0,28.2,1,1088.0,0.0049032746319414705,1
112,2015-02-02,Monday,1,16,1,22.945,28.2,1,1091.75,0.00488684615185727,1
113,2015-02-02,Monday,1,16,1,23.0,28.1333333333333,1,1091.33333333333,0.00489159180585966,1
114,2015-02-02,Monday,1,16,1,22.912,28.1,1,1088.2,0.00485958290505565,1
115,2015-02-02,Monday,1,16,1,22.89,28.1,1,1087.5,0.00485306034574781,1
116,2015-02-02,Monday,1,16,1,22.89,27.956,1,1079.2,0.00482799752977294,1
117,2015-02-02,Monday,1,16,1,22.865,27.84,1,1077.25,0.0048004764264941895,1
118,2015-02-02,Monday,1,16,1,22.873333333333303,27.6833333333333,1,1064.16666666667,0.0047756842425233795,1
119,2015-02-02,Monday,1,16,1,22.873333333333303,27.6,1,1056.4,0.0047611982687734205,1
120,2015-02-02,Monday,1,16,1,22.89,27.6,1,1043.6,0.0047660452801114705,1
121,2015-02-02,Monday,1,16,1,22.815,27.445,1,1039.5,0.0047174223493656,1
122,2015-02-02,Monday,1,16,1,22.84,27.373333333333303,1,1028.66666666667,0.00471219953995305,1
123,2015-02-02,Monday,1,16,1,22.79,27.365,1,1020.4,0.00469639044961084,1
124,2015-02-02,Monday,1,16,1,22.79,27.2,1,1018.0,0.0046678605840467895,1
125,2015-02-02,Monday,1,16,1,22.79,27.1714285714286,1,1015.14285714286,0.00466292061142762,1
126,2015-02-02,Monday,1,16,1,22.79,27.0666666666667,1,1006.3333333333301,0.00464480804480218,1
127,2015-02-02,Monday,1,16,1,22.79,27.02,1,1002.6,0.00463674005674535,1
128,2015-02-02,Monday,1,16,1,22.772,26.934,1,993.2,0.00461679349309269,1
129,2015-02-02,Monday,1,16,1,22.76,26.823333333333302,1,983.333333333333,0.00459431462064815,1
130,2015-02-02,Monday,1,16,1,22.7,26.754,1,976.2,0.00456558276701595,1
131,2015-02-02,Monday,1,16,1,22.7225,26.7,1,980.75,0.00456256926364279,1
132,2015-02-02,Monday,1,16,1,22.7,26.6833333333333,1,971.333333333333,0.004553435185152529,1
133,2015-02-02,Monday,1,16,1,22.7,26.533333333333303,1,966.666666666667,0.00452765178461813,1
134,2015-02-02,Monday,1,16,1,22.7,26.463333333333303,1,963.0,0.00451562025722854,1
135,2015-02-02,Monday,1,16,1,22.7,26.445,1,952.333333333333,0.0045124692192727795,1
136,2015-02-02,Monday,1,16,1,22.7,26.34,1,948.0,0.0044944229761162205,1
137,2015-02-02,Monday,1,16,1,22.7,26.26,1,945.0,0.00448067415529907,1
138,2015-02-02,Monday,1,16,1,22.7,26.2,1,941.6,0.004470362935695939,1
139,2015-02-02,Monday,1,16,1,22.7,26.16,1,929.8,0.00446348897786061,1
140,2015-02-02,Monday,1,16,1,22.7,26.02,1,923.8,0.00443943131332927,1
141,2015-02-02,Monday,1,16,1,22.7,26.1,1,919.0,0.0044531783239453206,1
142,2015-02-02,Monday,1,16,1,22.7,26.0,1,918.25,0.0044359946549457,1
143,2015-02-02,Monday,1,16,1,22.7,25.934,1,919.4,0.00442465394980727,1
144,2015-02-02,Monday,1,16,1,22.7,25.926666666666698,1,927.333333333333,0.00442339389680503,1
145,2015-02-02,Monday,1,16,1,22.7,25.815,1,920.25,0.004404207352361271,1
146,2015-02-02,Monday,1,16,1,22.68,25.772,1,902.4,0.00439144943150097,1
147,2015-02-02,Monday,1,16,1,22.64,25.695999999999998,1,904.4,0.00436771760822153,1
148,2015-02-02,Monday,1,16,1,22.6,25.575,1,897.0,0.004336390100729621,1
149,2015-02-02,Monday,1,16,1,22.6666666666667,25.6,1,892.0,0.00435838319402606,1
150,2015-02-02,Monday,1,16,1,22.6,25.525,1,882.5,0.004327853321560621,1
151,2015-02-02,Monday,1,16,1,22.62,25.476,1,887.2,0.004324772123037971,1
152,2015-02-02,Monday,1,16,1,22.625,25.55,1,889.25,0.00433874780423475,1
153,2015-02-02,Monday,1,16,1,22.6,25.39,1,889.2,0.00430480518013568,1
154,2015-02-02,Monday,1,16,1,22.65,25.42,1,880.75,0.0043231196096785,1
155,2015-02-02,Monday,1,16,1,22.6,25.2675,1,868.75,0.0042838925937963,1
156,2015-02-02,Monday,1,16,1,22.6,25.218000000000004,1,861.0,0.00427544259793873,1
157,2015-02-02,Monday,1,16,1,22.6,25.2,1,860.6,0.0042723699287058,1
158,2015-02-02,Monday,1,16,1,22.6,25.2,1,864.0,0.0042723699287058,1
159,2015-02-02,Monday,1,16,1,22.6,25.15,1,859.0,0.00426383489458762,1
160,2015-02-02,Monday,1,16,1,22.6,25.14,1,854.4,0.00426212791568025,1
161,2015-02-02,Monday,1,16,1,22.6,25.15,1,847.4,0.00426383489458762,1
162,2015-02-02,Monday,1,17,1,22.6,25.04,1,837.2,0.00424505863838244,1
163,2015-02-02,Monday,1,17,1,22.6,25.05,1,834.75,0.00424676552424079,1
164,2015-02-02,Monday,1,17,1,22.6,25.06,1,832.4,0.0042484724194037,1
165,2015-02-02,Monday,1,17,1,22.6,25.0,1,832.0,0.0042382311879931205,1
166,2015-02-02,Monday,1,17,1,22.6,25.0,1,836.25,0.0042382311879931205,1
167,2015-02-02,Monday,1,17,1,22.6,25.0,1,832.6,0.0042382311879931205,1
168,2015-02-02,Monday,1,17,1,22.6,25.025,1,821.5,0.0042424983270408,1
169,2015-02-02,Monday,1,17,1,22.6,25.1,1,832.4,0.00425530009310245,1
170,2015-02-02,Monday,1,17,1,22.6,25.08,1,832.4,0.0042518862376435,1
171,2015-02-02,Monday,1,17,1,22.56,25.02,1,830.75,0.0042312841785683,1
172,2015-02-02,Monday,1,17,1,22.58,25.08,1,821.5,0.00424669048857924,1
173,2015-02-02,Monday,1,17,1,22.575,25.075,1,818.25,0.00424454028030122,1
174,2015-02-02,Monday,1,17,1,22.56,24.912,1,819.8,0.00421289593420237,1
175,2015-02-02,Monday,1,17,1,22.55,25.2,1,822.5,0.00425932809708705,1
176,2015-02-02,Monday,1,17,1,22.6,24.9175,1,818.0,0.00422415004171152,1
177,2015-02-02,Monday,1,17,1,22.58,25.06,1,812.8,0.00424328087024612,1
178,2015-02-02,Monday,1,17,1,22.5666666666667,24.908333333333303,1,816.5,0.00421398909213464,1
179,2015-02-02,Monday,1,17,1,22.525,24.945,1,822.25,0.00420949461543371,1
180,2015-02-02,Monday,1,17,1,22.54,24.89,1,825.0,0.0042040055610701,1
181,2015-02-02,Monday,1,17,1,22.5,24.865,1,816.5,0.00418949204255268,1
182,2015-02-02,Monday,1,17,1,22.5,24.9175,1,811.5,0.00419839744963948,1
183,2015-02-02,Monday,1,17,1,22.5,24.911666666666697,1,811.0,0.00419740794745465,1
184,2015-02-02,Monday,1,17,1,22.56,24.81,1,812.2,0.00419553025049749,1
185,2015-02-02,Monday,1,17,1,22.525,24.89,1,814.25,0.0042001506349515294,1
186,2015-02-02,Monday,1,17,1,22.52,24.976,1,824.0,0.0042134725650431895,1
187,2015-02-02,Monday,1,17,1,22.575,25.075,1,834.5,0.00424454028030123,1
188,2015-02-02,Monday,1,17,1,22.6,25.0,1,837.0,0.0042382311879931205,1
189,2015-02-02,Monday,1,17,1,22.6,25.0214285714286,1,841.166666666667,0.0042418887321879605,1
190,2015-02-02,Monday,1,17,1,22.6,25.042857142857102,1,845.333333333333,0.00424554631910682,1
191,2015-02-02,Monday,1,17,1,22.6,25.1,1,854.75,0.00425530009310245,1
192,2015-02-02,Monday,1,17,1,22.6,25.1,1,850.333333333333,0.00425530009310245,1
193,2015-02-02,Monday,1,17,1,22.6,25.08,1,845.4,0.0042518862376435,1
194,2015-02-02,Monday,1,17,1,22.6,25.1666666666667,1,854.333333333333,0.00426667988011176,1
195,2015-02-02,Monday,1,17,1,22.6,25.0666666666667,1,849.333333333333,0.00424961035468154,0
196,2015-02-02,Monday,1,17,1,22.6,25.2,1,853.0,0.0042723699287058,0
197,2015-02-02,Monday,1,17,1,22.6,25.2,1,853.0,0.0042723699287058,0
198,2015-02-02,Monday,1,17,1,22.54,25.16,1,852.0,0.0042499210749079,0
199,2015-02-02,Monday,1,17,1,22.54,25.16,1,853.6,0.0042499210749079,0
200,2015-02-02,Monday,1,17,1,22.54,25.14,1,845.6,0.0042465196948245,0
201,2015-02-02,Monday,1,17,1,22.525,25.1,1,834.25,0.00423582915169482,0
202,2015-02-02,Monday,1,17,1,22.5,25.04,1,826.4,0.00421917771792251,0
203,2015-02-02,Monday,1,17,1,22.5,25.0,1,819.6,0.004212392172552679,0
204,2015-02-02,Monday,1,17,1,22.5,25.0,1,829.6,0.004212392172552679,0
205,2015-02-02,Monday,1,17,1,22.5,25.0,1,824.0,0.004212392172552679,0
206,2015-02-02,Monday,1,17,1,22.5,24.912,1,814.2,0.0041974644903524,0
207,2015-02-02,Monday,1,17,1,22.5,24.89,1,813.5,0.0041937326810038,0
208,2015-02-02,Monday,1,17,1,22.5,24.89,1,813.8,0.0041937326810038,0
209,2015-02-02,Monday,1,17,1,22.5,24.89,1,811.0,0.0041937326810038,0
210,2015-02-02,Monday,1,17,1,22.478,24.87,1,804.6,0.00418470411108146,0
211,2015-02-02,Monday,1,17,1,22.456,24.83,1,807.8,0.004172308180643121,0
212,2015-02-02,Monday,1,17,1,22.5,24.856666666666698,1,802.333333333333,0.00418807850916583,0
213,2015-02-02,Monday,1,17,1,22.4175,24.7475,1,796.75,0.00414856636550583,0
214,2015-02-02,Monday,1,17,1,22.456,24.81,1,794.4,0.00416892495641864,0
215,2015-02-02,Monday,1,17,1,22.39,24.7,1,790.6,0.00413358648459168,0
216,2015-02-02,Monday,1,17,1,22.4175,24.7225,1,789.75,0.0041443475474366,0
217,2015-02-02,Monday,1,17,1,22.39,24.7,1,782.2,0.00413358648459168,0
218,2015-02-02,Monday,1,17,1,22.39,24.7225,1,772.25,0.00413737694389585,1
219,2015-02-02,Monday,1,17,1,22.39,24.717083333333303,1,772.925,0.00413646442172095,1
220,2015-02-02,Monday,1,17,1,22.39,24.711666666666698,1,773.6,0.00413555190220584,1
221,2015-02-02,Monday,1,18,2,22.39,24.625,1,773.75,0.00412095195168535,1
222,2015-02-02,Monday,1,18,2,22.39,24.754,1,771.8,0.00414268366402263,1
223,2015-02-02,Monday,1,18,2,22.39,24.912,1,782.8,0.0041693028555172705,1
224,2015-02-02,Monday,1,18,2,22.39,25.245,1,796.5,0.00422541274126769,1
225,2015-02-02,Monday,1,18,2,22.39,25.0925,1,809.0,0.00419971552453032,1
226,2015-02-02,Monday,1,18,2,22.39,25.0,0,805.5,0.0041841297156888,0
227,2015-02-02,Monday,1,18,2,22.35,24.978,0,791.4,0.00417019632275524,0
228,2015-02-02,Monday,1,18,2,22.323333333333302,25.0,0,779.333333333333,0.00416708241580403,0
229,2015-02-02,Monday,1,18,2,22.365,24.9725,0,780.75,0.00417310345378263,0
230,2015-02-02,Monday,1,18,2,22.315,24.89,0,781.75,0.004146507840838179,0
231,2015-02-02,Monday,1,18,2,22.29,24.9175,0,781.0,0.00414476697940617,0
232,2015-02-02,Monday,1,18,2,22.29,24.912,0,778.4,0.00414384601663705,0
233,2015-02-02,Monday,1,18,2,22.26,24.856666666666698,0,769.333333333333,0.00412698756337495,0
234,2015-02-02,Monday,1,18,2,22.254,24.85,0,766.5,0.0041243566010876,0
235,2015-02-02,Monday,1,18,2,22.23,24.7933333333333,0,763.25,0.00410884135392114,0
236,2015-02-02,Monday,1,18,2,22.26,24.823333333333302,0,762.333333333333,0.004121416511640589,0
237,2015-02-02,Monday,1,18,2,22.2,24.79,0,761.5,0.00410073726963565,0
238,2015-02-02,Monday,1,18,2,22.2,24.79,0,761.0,0.00410073726963565,0
239,2015-02-02,Monday,1,18,2,22.2,24.736,0,757.0,0.0040917458809511895,0
240,2015-02-02,Monday,1,18,2,22.2,24.79,0,752.333333333333,0.00410073726963565,0
241,2015-02-02,Monday,1,18,2,22.1333333333333,24.7,0,748.666666666667,0.004069083657579011,0
242,2015-02-02,Monday,1,18,2,22.1,24.7,0,746.25,0.00406077210033269,0
243,2015-02-02,Monday,1,18,2,22.15,24.7225,0,745.25,0.00407697982248635,0
244,2015-02-02,Monday,1,18,2,22.1,24.7,0,740.666666666667,0.00406077210033269,0
245,2015-02-02,Monday,1,18,2,22.1,24.7,0,738.0,0.00406077210033269,0
246,2015-02-02,Monday,1,18,2,22.1333333333333,24.7,0,732.666666666667,0.004069083657579011,0
247,2015-02-02,Monday,1,18,2,22.1,24.7,0,727.0,0.00406077210033269,0
248,2015-02-02,Monday,1,18,2,22.1,24.675,0,716.0,0.00405663520140821,0
249,2015-02-02,Monday,1,18,2,22.0666666666667,24.6666666666667,0,723.25,0.00404697099901821,0
250,2015-02-02,Monday,1,18,2,22.0666666666667,24.6666666666667,0,718.333333333333,0.00404697099901821,0
251,2015-02-02,Monday,1,18,2,22.0,24.58,0,716.6,0.00401619278733235,0
252,2015-02-02,Monday,1,18,2,21.978,24.6,0,714.0,0.0040140562223397,0
253,2015-02-02,Monday,1,18,2,21.978,24.56,0,714.2,0.00400748724931948,0
254,2015-02-02,Monday,1,18,2,21.945,24.6,0,715.0,0.00400593001937022,0
255,2015-02-02,Monday,1,18,2,21.926666666666698,24.5,0,706.666666666667,0.00398505157493118,0
256,2015-02-02,Monday,1,18,2,21.89,24.5,0,706.0,0.00397608547610517,0
257,2015-02-02,Monday,1,18,2,21.89,24.525,0,698.75,0.003980168668337221,0
258,2015-02-02,Monday,1,18,2,21.89,24.5,0,692.5,0.00397608547610517,0
259,2015-02-02,Monday,1,18,2,21.89,24.5,0,694.75,0.00397608547610517,0
260,2015-02-02,Monday,1,18,2,21.815,24.4175,0,697.25,0.00394438928261232,0
261,2015-02-02,Monday,1,18,2,21.823333333333302,24.463333333333303,0,692.0,0.0039538650728109396,0
262,2015-02-02,Monday,1,18,2,21.79,24.39,0,691.0,0.0039338681379609206,0
263,2015-02-02,Monday,1,18,2,21.79,24.39,0,689.75,0.0039338681379609206,0
264,2015-02-02,Monday,1,18,2,21.79,24.39,0,689.0,0.0039338681379609206,0
265,2015-02-02,Monday,1,18,2,21.7675,24.39,0,687.0,0.00392842953743671,0
266,2015-02-02,Monday,1,18,2,21.7675,24.365,0,679.75,0.00392437745140477,0
267,2015-02-02,Monday,1,18,2,21.754,24.35,0,668.4,0.00391869166016661,0
268,2015-02-02,Monday,1,18,2,21.7,24.29,0,665.666666666667,0.0038960130145852295,0
269,2015-02-02,Monday,1,18,2,21.7,24.29,0,664.75,0.0038960130145852295,0
270,2015-02-02,Monday,1,18,2,21.7,24.29,0,668.0,0.0038960130145852295,0
271,2015-02-02,Monday,1,18,2,21.7,24.29,0,661.25,0.0038960130145852295,0
272,2015-02-02,Monday,1,18,2,21.64,24.236,0,658.2,0.0038729719939613297,0
273,2015-02-02,Monday,1,18,2,21.6,24.2,0,656.0,0.0038576731827532,0
274,2015-02-02,Monday,1,18,2,21.6,24.2,0,654.8,0.0038576731827532,0
275,2015-02-02,Monday,1,18,2,21.6,24.2225,0,653.75,0.0038612821279309997,0
276,2015-02-02,Monday,1,18,2,21.5,24.26,0,650.333333333333,0.0038435524030295295,0
277,2015-02-02,Monday,1,18,2,21.5,24.2,0,650.75,0.0038339879085467,0
278,2015-02-02,Monday,1,18,2,21.55,24.2,0,648.25,0.0038458144762779202,0
279,2015-02-02,Monday,1,18,2,21.5,24.2,0,640.333333333333,0.0038339879085467,0
280,2015-02-02,Monday,1,18,2,21.5,24.2,0,638.0,0.0038339879085467,0
281,2015-02-02,Monday,0,19,1,21.5,24.2,0,636.25,0.0038339879085467,0
282,2015-02-02,Monday,0,19,1,21.5,24.2,0,636.333333333333,0.0038339879085467,0
283,2015-02-02,Monday,0,19,1,21.5,24.15,0,635.75,0.0038260177197901204,0
284,2015-02-02,Monday,0,19,1,21.5,24.175,0,635.5,0.00383000278879255,0
285,2015-02-02,Monday,0,19,1,21.5,24.125,0,627.5,0.00382203270153845,0
286,2015-02-02,Monday,0,19,1,21.5,24.15,0,626.25,0.0038260177197901204,0
287,2015-02-02,Monday,0,19,1,21.5,24.125,0,621.5,0.00382203270153845,0
288,2015-02-02,Monday,0,19,1,21.5,24.1,0,621.75,0.0038180477340365795,0
289,2015-02-02,Monday,0,19,1,21.5,24.1,0,620.666666666667,0.0038180477340365795,0
290,2015-02-02,Monday,0,19,1,21.5,24.1,0,617.0,0.0038180477340365795,0
291,2015-02-02,Monday,0,19,1,21.5,24.1,0,612.75,0.0038180477340365795,0
292,2015-02-02,Monday,0,19,1,21.4725,24.075,0,614.5,0.0038076058153611297,0
293,2015-02-02,Monday,0,19,1,21.39,24.0,0,617.333333333333,0.00377641938611092,0
294,2015-02-02,Monday,0,19,1,21.426666666666698,23.926666666666698,0,614.25,0.00377333000182496,0
295,2015-02-02,Monday,0,19,1,21.39,23.9725,0,610.75,0.0037720659972821204,0
296,2015-02-02,Monday,0,19,1,21.39,23.9175,0,603.0,0.00376335940133541,0
297,2015-02-02,Monday,0,19,1,21.39,23.945,0,603.5,0.00376771266902404,0
298,2015-02-02,Monday,0,19,1,21.365,23.89,0,602.0,0.0037532161493875798,0
299,2015-02-02,Monday,0,19,1,21.323333333333302,24.0,0,605.666666666667,0.00376092485713894,0
300,2015-02-02,Monday,0,19,1,21.34,23.9725,0,604.5,0.0037604533217008,0
301,2015-02-02,Monday,0,19,1,21.315,23.9725,0,599.0,0.0037546588075488703,0
